report_date,load_type,load_time,load_weight,dropoff_site
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 10:15:00.000000 UTC,10980.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 01:47:00.000000 UTC,8080.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 02:39:00.000000 UTC,6420.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 10:50:00.000000 UTC,11780.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 10:14:00.000000 UTC,12940.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 01:41:00.000000 UTC,6340.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 10:35:00.000000 UTC,11820.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 02:51:00.000000 UTC,4040.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 11:39:00.000000 UTC,14120.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 02:21:00.000000 UTC,1600.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 11:16:00.000000 UTC,10260.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 01:41:00.000000 UTC,3600.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 11:18:00.000000 UTC,12420.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 10:00:00.000000 UTC,12800.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 02:00:00.000000 UTC,6220.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 10:00:00.000000 UTC,10600.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 03:00:00.000000 UTC,9180.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 10:00:00.000000 UTC,12760.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 02:00:00.000000 UTC,9400.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 03:00:00.000000 UTC,12460.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 11:00:00.000000 UTC,10160.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 02:05:00.000000 UTC,8380.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 10:20:00.000000 UTC,11660.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 09:20:00.000000 UTC,11320.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 02:38:00.000000 UTC,7880.0,TDS - MRF
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 11:30:00.000000 UTC,9860.0,TDS - MRF
2021-05-11,SWEEPING,2021-05-11 01:25:00.000000 UTC,,ONION CREEK
2021-05-11,SWEEPING,2021-05-11 03:30:00.000000 UTC,,ONION CREEK
2021-05-11,SWEEPING,2021-05-11 01:55:00.000000 UTC,,ONION CREEK
2021-05-11,SWEEPING,2021-05-11 01:40:00.000000 UTC,,ONION CREEK
2021-05-11,SWEEPING,2021-05-11 05:00:00.000000 UTC,,ONION CREEK
2021-05-11,SWEEPING,2021-05-11 12:25:00.000000 UTC,,PARK CENTER
2021-05-11,SWEEPING,2021-05-11 01:45:00.000000 UTC,,PARK CENTER
2021-05-11,SWEEPING,2021-05-11 10:40:00.000000 UTC,,PARK CENTER
2021-05-11,BRUSH,2021-05-11 03:54:00.000000 UTC,7760.0,HORNSBY BEND
2021-05-11,BRUSH,2021-05-11 03:46:00.000000 UTC,4380.0,HORNSBY BEND
2021-05-11,BRUSH,2021-05-11 03:41:00.000000 UTC,5420.0,HORNSBY BEND
2021-05-11,BRUSH,2021-05-11 11:01:00.000000 UTC,8200.0,HORNSBY BEND
2021-05-11,BRUSH,2021-05-11 03:47:00.000000 UTC,8560.0,HORNSBY BEND
2021-05-11,BULK,2021-05-11 03:12:00.000000 UTC,6680.0,TDS LANDFILL
2021-05-11,BULK,2021-05-11 03:49:00.000000 UTC,5720.0,TDS LANDFILL
2021-05-11,BULK,2021-05-11 11:14:00.000000 UTC,10800.0,TDS LANDFILL
2021-05-11,BULK,2021-05-11 03:27:00.000000 UTC,13160.0,TDS LANDFILL
2021-05-11,BULK,2021-05-11 11:08:00.000000 UTC,10280.0,TDS LANDFILL
2021-05-11,BULK,2021-05-11 10:10:00.000000 UTC,13160.0,TDS LANDFILL
2021-05-11,BULK,2021-05-11 12:51:00.000000 UTC,8640.0,TDS LANDFILL
2021-05-11,BULK,2021-05-11 03:09:00.000000 UTC,13880.0,TDS LANDFILL
2021-05-11,BULK,2021-05-11 03:21:00.000000 UTC,7580.0,TDS LANDFILL
2021-05-11,BULK,2021-05-11 11:56:00.000000 UTC,8020.0,TDS LANDFILL
2021-05-11,BULK,2021-05-11 03:42:00.000000 UTC,7000.0,TDS LANDFILL
2021-05-11,BULK,2021-05-11 01:02:00.000000 UTC,14180.0,TDS LANDFILL
2021-05-11,BULK,2021-05-11 04:16:00.000000 UTC,10820.0,TDS LANDFILL
2021-05-11,DEAD ANIMAL,2021-05-11 02:00:00.000000 UTC,40.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 01:28:00.000000 UTC,19700.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 12:17:00.000000 UTC,27220.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 01:36:00.000000 UTC,27860.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 03:24:00.000000 UTC,6540.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 08:09:00.000000 UTC,3320.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 12:53:00.000000 UTC,16220.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 12:43:00.000000 UTC,18060.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 12:50:00.000000 UTC,16760.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 12:29:00.000000 UTC,11760.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 12:49:00.000000 UTC,24600.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 01:18:00.000000 UTC,16320.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 12:19:00.000000 UTC,27260.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 08:52:00.000000 UTC,14580.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 12:45:00.000000 UTC,21440.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 12:35:00.000000 UTC,22060.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 12:30:00.000000 UTC,25100.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 12:35:00.000000 UTC,23400.0,TDS LANDFILL
2021-05-11,SWEEPING,2021-05-11 01:57:00.000000 UTC,15400.0,TDS LANDFILL
2021-05-11,SWEEPING,2021-05-11 10:51:00.000000 UTC,5400.0,TDS LANDFILL
2021-05-11,MIXED LITTER,2021-05-11 12:00:00.000000 UTC,5160.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 11:29:00.000000 UTC,19260.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 03:47:00.000000 UTC,10540.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 10:55:00.000000 UTC,18120.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 03:58:00.000000 UTC,11640.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 04:07:00.000000 UTC,22580.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-20 06:53:00.000000 UTC,11500.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 11:01:00.000000 UTC,18980.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 03:48:00.000000 UTC,14400.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 02:07:00.000000 UTC,26720.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 11:01:00.000000 UTC,7760.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 03:19:00.000000 UTC,29820.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 04:36:00.000000 UTC,26400.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-10 02:19:00.000000 UTC,25320.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 03:13:00.000000 UTC,29300.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 02:11:00.000000 UTC,26660.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 10:52:00.000000 UTC,6860.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 02:35:00.000000 UTC,24020.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 02:54:00.000000 UTC,21320.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 02:36:00.000000 UTC,16820.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 02:46:00.000000 UTC,25360.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 02:20:00.000000 UTC,25460.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 11:42:00.000000 UTC,10360.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 11:00:00.000000 UTC,20640.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 05:00:00.000000 UTC,11780.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-12 08:15:00.000000 UTC,4760.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 05:45:00.000000 UTC,11860.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 01:00:00.000000 UTC,22100.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 11:45:00.000000 UTC,17680.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 05:15:00.000000 UTC,16760.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 01:30:00.000000 UTC,24620.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 05:30:00.000000 UTC,10800.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 02:00:00.000000 UTC,29640.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 02:30:00.000000 UTC,27700.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 05:00:00.000000 UTC,2500.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 01:00:00.000000 UTC,7920.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 12:22:00.000000 UTC,19320.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 05:14:00.000000 UTC,9440.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 04:26:00.000000 UTC,5000.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 01:26:00.000000 UTC,24680.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 11:37:00.000000 UTC,16300.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 05:36:00.000000 UTC,9600.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 02:02:00.000000 UTC,22240.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 04:06:00.000000 UTC,3540.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 04:17:00.000000 UTC,26440.0,TDS LANDFILL
2021-05-11,GARBAGE COLLECTIONS,2021-05-11 01:37:00.000000 UTC,10480.0,TDS LANDFILL
2021-05-11,MIXED LITTER,2021-05-11 01:10:00.000000 UTC,4700.0,TDS LANDFILL
2021-05-11,MIXED LITTER,2021-05-11 01:28:00.000000 UTC,1360.0,TDS LANDFILL
2021-05-11,MIXED LITTER,2021-05-11 01:04:00.000000 UTC,3560.0,TDS LANDFILL
2021-05-11,BULK,2021-05-11 03:31:00.000000 UTC,4020.0,TDS LANDFILL
2021-05-11,BULK,2021-05-11 11:13:00.000000 UTC,1680.0,TDS LANDFILL
2021-05-11,ORGANICS,2021-05-11 05:13:00.000000 UTC,17940.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 07:44:00.000000 UTC,17760.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 12:04:00.000000 UTC,14160.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 05:26:00.000000 UTC,7540.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 04:30:00.000000 UTC,12170.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 11:47:00.000000 UTC,8220.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 05:32:00.000000 UTC,8260.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 05:22:00.000000 UTC,17240.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 04:29:00.000000 UTC,15860.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 11:54:00.000000 UTC,11920.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 04:57:00.000000 UTC,15780.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 12:18:00.000000 UTC,14240.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 05:04:00.000000 UTC,4200.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 05:06:00.000000 UTC,13220.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 04:00:00.000000 UTC,15800.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 04:37:00.000000 UTC,15420.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 05:03:00.000000 UTC,14980.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 11:31:00.000000 UTC,4500.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 05:16:00.000000 UTC,5960.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 04:44:00.000000 UTC,13780.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 02:37:00.000000 UTC,15120.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 07:00:00.000000 UTC,16200.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 04:41:00.000000 UTC,16580.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 03:47:00.000000 UTC,17780.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 04:40:00.000000 UTC,16880.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 12:28:00.000000 UTC,10020.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-12 08:24:00.000000 UTC,8160.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 03:46:00.000000 UTC,10400.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 05:00:00.000000 UTC,9020.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 03:44:00.000000 UTC,7480.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 01:31:00.000000 UTC,5820.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-12 04:52:00.000000 UTC,11760.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 03:22:00.000000 UTC,10800.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 03:48:00.000000 UTC,12260.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-12 04:47:00.000000 UTC,9500.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 03:57:00.000000 UTC,7220.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 04:48:00.000000 UTC,1900.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-11 04:12:00.000000 UTC,8900.0,ORGANICS BY GOSH
2021-05-11,ORGANICS,2021-05-13 08:52:00.000000 UTC,13440.0,ORGANICS BY GOSH
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 01:06:00.000000 UTC,21060.0,BALCONES RECYCLING
2021-05-11,RECYCLING - SINGLE STREAM,2021-05-11 12:40:00.000000 UTC,13600.0,BALCONES RECYCLING
2021-05-11,RECYCLED METAL,2021-05-11 10:46:00.000000 UTC,1060.0,AUSTIN IRON AND METAL
2021-05-12,TIRES,2021-05-12 11:48:00.000000 UTC,2000.0,MRF
2021-05-12,RECYCLING - SINGLE STREAM,2021-05-11 12:00:00.000000 UTC,140.0,TDS - MRF
2021-05-12,SWEEPING,2021-05-12 01:30:00.000000 UTC,,ONION CREEK
2021-05-12,SWEEPING,2021-05-12 12:00:00.000000 UTC,,ONION CREEK
2021-05-12,SWEEPING,2021-05-12 12:00:00.000000 UTC,,ONION CREEK
2021-05-12,SWEEPING,2021-05-12 01:35:00.000000 UTC,,ONION CREEK
2021-05-12,SWEEPING,2021-05-12 02:10:00.000000 UTC,,ONION CREEK
2021-05-12,SWEEPING,2021-05-12 02:00:00.000000 UTC,,ONION CREEK
2021-05-12,SWEEPING,2021-05-12 12:00:00.000000 UTC,,ONION CREEK
2021-05-12,SWEEPING,2021-05-12 12:15:00.000000 UTC,,PARK CENTER
2021-05-12,BRUSH,2021-05-12 11:18:00.000000 UTC,6840.0,HORNSBY BEND
2021-05-12,BRUSH,2021-05-12 03:47:00.000000 UTC,11300.0,HORNSBY BEND
2021-05-12,BRUSH,2021-05-12 03:56:00.000000 UTC,6340.0,HORNSBY BEND
2021-05-12,BRUSH,2021-05-12 11:18:00.000000 UTC,5140.0,HORNSBY BEND
2021-05-12,BRUSH,2021-05-12 03:57:00.000000 UTC,3540.0,HORNSBY BEND
2021-05-12,BRUSH,2021-05-12 04:02:00.000000 UTC,4400.0,HORNSBY BEND
2021-05-12,BRUSH,2021-05-12 04:06:00.000000 UTC,5640.0,HORNSBY BEND
2021-05-12,BRUSH,2021-05-12 11:20:00.000000 UTC,7940.0,HORNSBY BEND
2021-05-12,BRUSH,2021-05-12 03:52:00.000000 UTC,6740.0,HORNSBY BEND
2021-05-12,BRUSH,2021-05-12 11:25:00.000000 UTC,4660.0,HORNSBY BEND
2021-05-12,BRUSH,2021-05-12 09:53:00.000000 UTC,3340.0,HORNSBY BEND
2021-05-12,BRUSH,2021-05-12 02:00:00.000000 UTC,3560.0,HORNSBY BEND
2021-05-12,BULK,2021-05-12 03:18:00.000000 UTC,4140.0,TDS LANDFILL
2021-05-12,BULK,2021-05-12 10:50:00.000000 UTC,5820.0,TDS LANDFILL
2021-05-12,BULK,2021-05-12 03:19:00.000000 UTC,4760.0,TDS LANDFILL
2021-05-12,BULK,2021-05-12 03:56:00.000000 UTC,11880.0,TDS LANDFILL
2021-05-12,BULK,2021-05-12 01:24:00.000000 UTC,5980.0,TDS LANDFILL
2021-05-12,BULK,2021-05-12 03:18:00.000000 UTC,11440.0,TDS LANDFILL
2021-05-12,BULK,2021-05-12 02:16:00.000000 UTC,6900.0,TDS LANDFILL
2021-05-12,BULK,2021-05-12 04:08:00.000000 UTC,9420.0,TDS LANDFILL
2021-05-12,BULK,2021-05-12 04:06:00.000000 UTC,3100.0,TDS LANDFILL
2021-05-12,BULK,2021-05-12 03:35:00.000000 UTC,7800.0,TDS LANDFILL
2021-05-12,BULK,2021-05-12 11:59:00.000000 UTC,13960.0,TDS LANDFILL
2021-05-12,BULK,2021-05-12 12:22:00.000000 UTC,12240.0,TDS LANDFILL
2021-05-12,BULK,2021-05-12 08:36:00.000000 UTC,2920.0,TDS LANDFILL
2021-05-12,BULK,2021-05-12 11:21:00.000000 UTC,11000.0,TDS LANDFILL
2021-05-12,BULK,2021-05-12 11:34:00.000000 UTC,10680.0,TDS LANDFILL
2021-05-12,BULK,2021-05-12 11:00:00.000000 UTC,9500.0,TDS LANDFILL
2021-05-12,BULK,2021-05-12 03:16:00.000000 UTC,4980.0,TDS LANDFILL
2021-05-12,BULK,2021-05-12 07:41:00.000000 UTC,120.0,TDS LANDFILL
2021-05-12,DEAD ANIMAL,2021-05-12 12:00:00.000000 UTC,20.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 12:32:00.000000 UTC,25240.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 12:53:00.000000 UTC,11620.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 12:54:00.000000 UTC,20580.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 12:50:00.000000 UTC,11380.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 12:09:00.000000 UTC,18640.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 12:13:00.000000 UTC,17880.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 06:57:00.000000 UTC,11180.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 12:06:00.000000 UTC,14040.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 12:08:00.000000 UTC,12700.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 12:03:00.000000 UTC,12480.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 12:37:00.000000 UTC,14520.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 12:42:00.000000 UTC,11060.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 12:09:00.000000 UTC,9400.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 12:10:00.000000 UTC,19200.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 12:10:00.000000 UTC,22160.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 02:16:00.000000 UTC,17100.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 12:05:00.000000 UTC,16440.0,TDS LANDFILL
2021-05-12,SWEEPING,2021-05-12 01:15:00.000000 UTC,17340.0,TDS LANDFILL
2021-05-12,SWEEPING,2021-05-12 09:11:00.000000 UTC,16280.0,TDS LANDFILL
2021-05-12,SWEEPING,2021-05-12 11:27:00.000000 UTC,9940.0,TDS LANDFILL
2021-05-12,MIXED LITTER,2021-05-12 12:00:00.000000 UTC,2760.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 11:54:00.000000 UTC,19880.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 05:17:00.000000 UTC,10500.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 11:59:00.000000 UTC,19580.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 01:25:00.000000 UTC,26540.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 04:28:00.000000 UTC,7040.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 05:00:00.000000 UTC,12840.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 11:19:00.000000 UTC,16840.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 04:30:00.000000 UTC,8780.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 11:08:00.000000 UTC,23120.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 12:12:00.000000 UTC,5480.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 03:42:00.000000 UTC,30440.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 02:06:00.000000 UTC,21340.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 05:52:00.000000 UTC,9400.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 05:57:00.000000 UTC,10880.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 11:57:00.000000 UTC,10880.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 05:12:00.000000 UTC,20940.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 10:11:00.000000 UTC,12600.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 05:12:00.000000 UTC,20120.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 12:06:00.000000 UTC,5780.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 05:55:00.000000 UTC,12940.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 12:59:00.000000 UTC,14260.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 04:40:00.000000 UTC,28220.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 06:06:00.000000 UTC,23540.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 10:17:00.000000 UTC,11560.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 04:27:00.000000 UTC,17500.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 05:40:00.000000 UTC,10080.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 12:17:00.000000 UTC,16420.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 04:44:00.000000 UTC,16620.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 10:37:00.000000 UTC,14240.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 11:50:00.000000 UTC,6600.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 05:45:00.000000 UTC,20000.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 01:45:00.000000 UTC,19680.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 05:00:00.000000 UTC,4740.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 06:45:00.000000 UTC,14320.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 12:00:00.000000 UTC,21860.0,TDS LANDFILL
2021-05-12,GARBAGE COLLECTIONS,2021-05-12 05:45:00.000000 UTC,11260.0,TDS LANDFILL
