report_date,load_type,load_time,load_weight,dropoff_site
2021-07-08,TIRES,2021-07-08 12:00:00.000000 UTC,2260.0,MRF
2021-07-08,TIRES,2021-07-08 11:00:00.000000 UTC,1260.0,MRF
2021-07-08,TIRES,2021-07-08 03:00:00.000000 UTC,800.0,MRF
2021-05-01,TIRES,2021-05-01 12:29:00.000000 UTC,760.0,MRF
2021-07-03,TIRES,2021-07-03 12:09:00.000000 UTC,1400.0,MRF
2021-02-27,TIRES,2021-02-27 12:43:00.000000 UTC,320.0,MRF
2021-02-27,TIRES,2021-02-27 11:53:00.000000 UTC,740.0,MRF
2021-02-27,TIRES,2021-02-27 06:59:00.000000 UTC,1720.0,MRF
2021-05-08,TIRES,2021-05-08 09:05:00.000000 UTC,4360.0,MRF
2021-05-08,TIRES,2021-05-08 02:31:00.000000 UTC,1740.0,MRF
2021-04-18,TIRES,2021-04-18 07:21:00.000000 UTC,2420.0,MRF
2021-04-17,TIRES,2021-04-17 09:37:00.000000 UTC,1060.0,MRF
2021-03-20,TIRES,2021-03-20 12:12:00.000000 UTC,3020.0,MRF
2021-07-08,TIRES,2021-07-09 12:00:00.000000 UTC,560.0,MRF
2021-03-20,TIRES,2021-03-20 08:35:00.000000 UTC,520.0,MRF
2021-05-01,RECYCLING - SINGLE STREAM,2021-05-01 10:30:00.000000 UTC,700.0,TDS - MRF
2021-06-12,RECYCLING - SINGLE STREAM,2021-06-12 10:58:00.000000 UTC,720.0,TDS - MRF
2021-03-06,RECYCLING - SINGLE STREAM,2021-03-06 09:42:00.000000 UTC,300.0,TDS - MRF
2021-07-08,SWEEPING,2021-07-08 10:20:00.000000 UTC,,ONION CREEK
2021-07-08,SWEEPING,2021-07-08 01:15:00.000000 UTC,,ONION CREEK
2021-07-08,SWEEPING,2021-07-08 12:40:00.000000 UTC,,ONION CREEK
2021-07-08,SWEEPING,2021-07-08 01:05:00.000000 UTC,,ONION CREEK
2021-07-08,SWEEPING,2021-07-08 12:30:00.000000 UTC,,ONION CREEK
2021-03-13,SWEEPING,2021-03-13 09:30:00.000000 UTC,,ONION CREEK
2021-02-27,SWEEPING,2021-02-27 12:00:00.000000 UTC,,ONION CREEK
2021-03-13,SWEEPING,2021-03-13 12:00:00.000000 UTC,,ONION CREEK
2021-06-12,SWEEPING,2021-06-12 12:00:00.000000 UTC,,ONION CREEK
2021-07-08,SWEEPING,2021-07-08 12:00:00.000000 UTC,,ONION CREEK
2021-01-16,SWEEPING,2021-01-16 12:00:00.000000 UTC,,ONION CREEK
2021-05-08,SWEEPING,2021-05-08 12:00:00.000000 UTC,,ONION CREEK
2021-06-12,SWEEPING,2021-06-12 12:00:00.000000 UTC,,ONION CREEK
2021-07-03,SWEEPING,2021-07-03 12:00:00.000000 UTC,,ONION CREEK
2021-04-03,SWEEPING,2021-04-03 12:00:00.000000 UTC,,ONION CREEK
2021-02-06,SWEEPING,2021-02-06 12:00:00.000000 UTC,,ONION CREEK
2021-05-22,SWEEPING,2021-05-22 12:00:00.000000 UTC,,ONION CREEK
2021-07-09,SWEEPING,2021-07-09 12:00:00.000000 UTC,,ONION CREEK
2021-01-16,SWEEPING,2021-01-16 12:00:00.000000 UTC,,ONION CREEK
2021-05-01,SWEEPING,2021-05-01 12:00:00.000000 UTC,,ONION CREEK
2021-03-20,SWEEPING,2021-03-20 12:00:00.000000 UTC,,ONION CREEK
2021-06-05,SWEEPING,2021-06-05 12:00:00.000000 UTC,,ONION CREEK
2021-03-13,SWEEPING,2021-03-13 12:00:00.000000 UTC,,ONION CREEK
2021-01-23,SWEEPING,2021-01-23 12:00:00.000000 UTC,,ONION CREEK
2021-05-01,SWEEPING,2021-05-01 12:00:00.000000 UTC,,ONION CREEK
2021-05-29,SWEEPING,2021-05-29 12:00:00.000000 UTC,,ONION CREEK
2021-03-13,SWEEPING,2021-03-13 12:00:00.000000 UTC,,ONION CREEK
2021-06-05,SWEEPING,2021-06-05 12:00:00.000000 UTC,,ONION CREEK
2021-04-03,SWEEPING,2021-04-03 12:00:00.000000 UTC,,ONION CREEK
2021-07-09,SWEEPING,2021-07-09 12:00:00.000000 UTC,,ONION CREEK
2021-03-06,SWEEPING,2021-03-06 12:00:00.000000 UTC,,ONION CREEK
2021-06-05,SWEEPING,2021-06-05 12:00:00.000000 UTC,,ONION CREEK
2021-06-26,SWEEPING,2021-06-26 12:00:00.000000 UTC,,ONION CREEK
2021-07-08,SWEEPING,2021-07-08 12:00:00.000000 UTC,,ONION CREEK
2021-05-15,SWEEPING,2021-05-15 12:00:00.000000 UTC,,ONION CREEK
2021-04-10,SWEEPING,2021-04-10 12:00:00.000000 UTC,,ONION CREEK
2021-05-01,SWEEPING,2021-05-01 12:00:00.000000 UTC,,ONION CREEK
2021-02-06,SWEEPING,2021-02-06 12:00:00.000000 UTC,,ONION CREEK
2021-05-15,SWEEPING,2021-05-15 12:00:00.000000 UTC,,ONION CREEK
2021-02-27,SWEEPING,2021-02-27 12:00:00.000000 UTC,,ONION CREEK
2021-05-22,SWEEPING,2021-05-22 12:00:00.000000 UTC,,ONION CREEK
2021-03-06,SWEEPING,2021-03-06 12:00:00.000000 UTC,,ONION CREEK
2021-05-29,SWEEPING,2021-05-29 12:00:00.000000 UTC,,ONION CREEK
2021-03-13,SWEEPING,2021-03-13 12:00:00.000000 UTC,,ONION CREEK
2021-03-27,SWEEPING,2021-03-27 12:00:00.000000 UTC,,ONION CREEK
2021-05-08,SWEEPING,2021-05-08 12:00:00.000000 UTC,,ONION CREEK
2021-05-29,SWEEPING,2021-05-29 12:00:00.000000 UTC,,ONION CREEK
2021-07-03,SWEEPING,2021-07-03 12:00:00.000000 UTC,,ONION CREEK
2021-07-08,SWEEPING,2021-07-08 12:00:00.000000 UTC,,ONION CREEK
2021-01-09,SWEEPING,2021-01-09 12:00:00.000000 UTC,,ONION CREEK
2021-05-08,SWEEPING,2021-05-08 12:00:00.000000 UTC,,ONION CREEK
2021-01-30,SWEEPING,2021-01-30 12:00:00.000000 UTC,,ONION CREEK
2021-05-15,SWEEPING,2021-05-15 12:00:00.000000 UTC,,ONION CREEK
2021-06-26,SWEEPING,2021-06-26 12:00:00.000000 UTC,,ONION CREEK
2021-07-03,SWEEPING,2021-07-03 12:00:00.000000 UTC,,ONION CREEK
2021-04-10,SWEEPING,2021-04-10 12:00:00.000000 UTC,,ONION CREEK
2021-05-08,SWEEPING,2021-05-08 12:00:00.000000 UTC,,ONION CREEK
2021-06-12,SWEEPING,2021-06-12 12:00:00.000000 UTC,,ONION CREEK
2021-04-03,SWEEPING,2021-04-03 12:00:00.000000 UTC,,ONION CREEK
2021-04-17,SWEEPING,2021-04-17 12:00:00.000000 UTC,,ONION CREEK
2021-01-23,SWEEPING,2021-01-23 12:00:00.000000 UTC,,ONION CREEK
2021-03-06,SWEEPING,2021-03-06 12:00:00.000000 UTC,,ONION CREEK
2021-03-27,SWEEPING,2021-03-27 12:00:00.000000 UTC,,ONION CREEK
2021-01-30,SWEEPING,2021-01-30 12:00:00.000000 UTC,,ONION CREEK
2021-04-17,SWEEPING,2021-04-17 12:00:00.000000 UTC,,ONION CREEK
2021-02-27,SWEEPING,2021-02-27 12:00:00.000000 UTC,,ONION CREEK
2021-02-27,SWEEPING,2021-02-27 12:00:00.000000 UTC,,ONION CREEK
2021-06-12,SWEEPING,2021-06-12 12:00:00.000000 UTC,,ONION CREEK
2021-04-24,SWEEPING,2021-04-24 12:00:00.000000 UTC,,ONION CREEK
2021-06-26,SWEEPING,2021-06-26 12:00:00.000000 UTC,,ONION CREEK
2021-04-17,SWEEPING,2021-04-17 12:00:00.000000 UTC,,ONION CREEK
2021-01-23,SWEEPING,2021-01-23 12:00:00.000000 UTC,,ONION CREEK
2021-02-11,SWEEPING,2021-02-11 12:00:00.000000 UTC,,ONION CREEK
2021-07-08,SWEEPING,2021-07-08 01:30:00.000000 UTC,,ONION CREEK
2021-03-20,SWEEPING,2021-03-20 12:00:00.000000 UTC,,ONION CREEK
2021-07-08,SWEEPING,2021-07-08 12:00:00.000000 UTC,,ONION CREEK
2021-05-15,SWEEPING,2021-05-15 12:00:00.000000 UTC,,ONION CREEK
2021-06-05,SWEEPING,2021-06-05 12:00:00.000000 UTC,,ONION CREEK
2021-04-10,SWEEPING,2021-04-10 12:00:00.000000 UTC,,ONION CREEK
2021-04-17,SWEEPING,2021-04-17 12:00:00.000000 UTC,,ONION CREEK
2021-01-23,SWEEPING,2021-01-23 12:00:00.000000 UTC,,ONION CREEK
2021-01-30,SWEEPING,2021-01-30 12:00:00.000000 UTC,,ONION CREEK
2021-05-08,SWEEPING,2021-05-08 12:00:00.000000 UTC,,ONION CREEK
2021-05-15,SWEEPING,2021-05-15 12:00:00.000000 UTC,,ONION CREEK
2021-03-06,SWEEPING,2021-03-06 12:00:00.000000 UTC,,ONION CREEK
2021-01-09,SWEEPING,2021-01-09 12:00:00.000000 UTC,,ONION CREEK
2021-02-06,SWEEPING,2021-02-06 12:00:00.000000 UTC,,ONION CREEK
2021-05-15,SWEEPING,2021-05-15 12:00:00.000000 UTC,,ONION CREEK
2021-05-15,SWEEPING,2021-05-15 12:00:00.000000 UTC,,ONION CREEK
2021-04-03,SWEEPING,2021-04-03 12:00:00.000000 UTC,,ONION CREEK
2021-05-22,SWEEPING,2021-05-22 12:00:00.000000 UTC,,ONION CREEK
2021-07-09,SWEEPING,2021-07-09 12:00:00.000000 UTC,,ONION CREEK
2021-05-01,SWEEPING,2021-05-01 12:00:00.000000 UTC,,ONION CREEK
2021-03-20,SWEEPING,2021-03-20 12:00:00.000000 UTC,,ONION CREEK
2021-01-16,SWEEPING,2021-01-16 12:00:00.000000 UTC,,ONION CREEK
2021-03-20,SWEEPING,2021-03-20 12:00:00.000000 UTC,,ONION CREEK
2021-06-05,SWEEPING,2021-06-05 12:00:00.000000 UTC,,ONION CREEK
2021-07-03,SWEEPING,2021-07-03 12:00:00.000000 UTC,,ONION CREEK
2021-02-06,SWEEPING,2021-02-06 12:00:00.000000 UTC,,ONION CREEK
2021-01-16,SWEEPING,2021-01-16 12:00:00.000000 UTC,,ONION CREEK
2021-01-16,SWEEPING,2021-01-16 12:00:00.000000 UTC,,ONION CREEK
2021-03-06,SWEEPING,2021-03-06 12:00:00.000000 UTC,,ONION CREEK
2021-07-09,SWEEPING,2021-07-09 12:00:00.000000 UTC,,ONION CREEK
2021-04-10,SWEEPING,2021-04-10 12:00:00.000000 UTC,,ONION CREEK
2021-04-17,SWEEPING,2021-04-17 12:00:00.000000 UTC,,ONION CREEK
2021-01-01,SWEEPING,2021-01-01 12:00:00.000000 UTC,,ONION CREEK
2021-01-01,SWEEPING,2021-01-01 12:00:00.000000 UTC,,ONION CREEK
2021-01-01,SWEEPING,2021-01-01 12:00:00.000000 UTC,,ONION CREEK
2021-01-01,SWEEPING,2021-01-01 12:00:00.000000 UTC,,ONION CREEK
2021-04-24,SWEEPING,2021-04-24 12:00:00.000000 UTC,,ONION CREEK
2021-05-01,SWEEPING,2021-05-01 12:00:00.000000 UTC,,ONION CREEK
2021-01-30,SWEEPING,2021-01-30 12:00:00.000000 UTC,,ONION CREEK
2021-02-06,SWEEPING,2021-02-06 12:00:00.000000 UTC,,ONION CREEK
2021-02-11,SWEEPING,2021-02-11 12:00:00.000000 UTC,,ONION CREEK
2021-05-22,SWEEPING,2021-05-22 12:00:00.000000 UTC,,ONION CREEK
2021-05-22,SWEEPING,2021-05-22 12:00:00.000000 UTC,,ONION CREEK
2021-03-06,SWEEPING,2021-03-06 12:00:00.000000 UTC,,ONION CREEK
2021-03-13,SWEEPING,2021-03-13 12:00:00.000000 UTC,,ONION CREEK
2021-03-13,SWEEPING,2021-03-13 12:00:00.000000 UTC,,ONION CREEK
2021-03-27,SWEEPING,2021-03-27 12:00:00.000000 UTC,,ONION CREEK
2021-03-27,SWEEPING,2021-03-27 12:00:00.000000 UTC,,ONION CREEK
2021-04-03,SWEEPING,2021-04-03 12:00:00.000000 UTC,,ONION CREEK
2021-06-19,SWEEPING,2021-06-19 12:00:00.000000 UTC,,ONION CREEK
2021-06-19,SWEEPING,2021-06-19 12:00:00.000000 UTC,,ONION CREEK
2021-06-19,SWEEPING,2021-06-19 12:00:00.000000 UTC,,ONION CREEK
2021-06-19,SWEEPING,2021-06-19 12:00:00.000000 UTC,,ONION CREEK
2021-06-26,SWEEPING,2021-06-26 12:00:00.000000 UTC,,ONION CREEK
2021-06-26,SWEEPING,2021-06-26 12:00:00.000000 UTC,,ONION CREEK
2021-06-26,SWEEPING,2021-06-26 12:00:00.000000 UTC,,ONION CREEK
2021-07-03,SWEEPING,2021-07-03 12:00:00.000000 UTC,,ONION CREEK
2021-07-09,SWEEPING,2021-07-09 12:00:00.000000 UTC,,ONION CREEK
2021-01-09,SWEEPING,2021-01-09 12:00:00.000000 UTC,,ONION CREEK
2021-02-27,SWEEPING,2021-02-27 11:30:00.000000 UTC,,ONION CREEK
2021-06-19,SWEEPING,2021-06-19 12:00:00.000000 UTC,,ONION CREEK
2021-06-19,SWEEPING,2021-06-19 12:00:00.000000 UTC,,ONION CREEK
2021-06-19,SWEEPING,2021-06-19 12:00:00.000000 UTC,,ONION CREEK
2021-07-08,SWEEPING,2021-07-08 01:40:00.000000 UTC,,ONION CREEK
2021-04-24,SWEEPING,2021-04-24 12:00:00.000000 UTC,,ONION CREEK
2021-03-27,SWEEPING,2021-03-27 12:00:00.000000 UTC,,ONION CREEK
2021-03-13,SWEEPING,2021-03-13 10:25:00.000000 UTC,,PARK CENTER
2021-03-13,SWEEPING,2021-03-13 12:30:00.000000 UTC,,PARK CENTER
2021-02-11,SWEEPING,2021-02-11 09:40:00.000000 UTC,,PARK CENTER
2021-03-20,BRUSH,2021-03-20 07:57:00.000000 UTC,3800.0,HORNSBY BEND
2021-03-20,BRUSH,2021-03-20 08:23:00.000000 UTC,4180.0,HORNSBY BEND
2021-03-20,BRUSH,2021-03-20 07:11:00.000000 UTC,6500.0,HORNSBY BEND
2021-03-20,BRUSH,2021-03-20 10:41:00.000000 UTC,5680.0,HORNSBY BEND
2021-03-20,BRUSH,2021-03-20 07:21:00.000000 UTC,3180.0,HORNSBY BEND
2021-03-20,BRUSH,2021-03-20 01:21:00.000000 UTC,2920.0,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 01:00:00.000000 UTC,9200.0,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 01:22:00.000000 UTC,10580.0,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 01:30:00.000000 UTC,5460.0,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 01:33:00.000000 UTC,9240.0,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 09:45:00.000000 UTC,9100.0,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 11:27:00.000000 UTC,3480.0,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 01:14:00.000000 UTC,7380.0,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 01:03:00.000000 UTC,7080.0,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 12:27:00.000000 UTC,9480.0,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 01:04:00.000000 UTC,4920.0,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 12:55:00.000000 UTC,3000.0,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 11:28:00.000000 UTC,5900.0,HORNSBY BEND
2021-04-24,BRUSH,2021-04-24 01:02:00.000000 UTC,7920.0,HORNSBY BEND
2021-04-24,BRUSH,2021-04-24 01:01:00.000000 UTC,3540.0,HORNSBY BEND
2021-04-24,BRUSH,2021-04-24 12:52:00.000000 UTC,4140.0,HORNSBY BEND
2021-04-24,BRUSH,2021-04-24 09:34:00.000000 UTC,8600.0,HORNSBY BEND
2021-04-24,BRUSH,2021-04-24 12:52:00.000000 UTC,4260.0,HORNSBY BEND
2021-04-24,BRUSH,2021-04-24 01:45:00.000000 UTC,6160.0,HORNSBY BEND
2021-04-24,BRUSH,2021-04-24 12:45:00.000000 UTC,5680.0,HORNSBY BEND
2021-04-24,BRUSH,2021-04-24 12:00:00.000000 UTC,4040.0,HORNSBY BEND
2021-06-19,BRUSH,2021-06-19 11:33:00.000000 UTC,4600.0,HORNSBY BEND
2021-06-19,BRUSH,2021-06-19 01:06:00.000000 UTC,7060.0,HORNSBY BEND
2021-06-19,BRUSH,2021-06-19 01:20:00.000000 UTC,7440.0,HORNSBY BEND
2021-06-19,BRUSH,2021-06-19 10:30:00.000000 UTC,7980.0,HORNSBY BEND
2021-06-19,BRUSH,2021-06-19 12:56:00.000000 UTC,7960.0,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 10:06:00.000000 UTC,6860.0,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 09:40:00.000000 UTC,12020.0,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 02:53:00.000000 UTC,5840.0,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 11:45:00.000000 UTC,4800.0,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 03:18:00.000000 UTC,3580.0,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 12:48:00.000000 UTC,10380.0,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 02:17:00.000000 UTC,5560.0,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 11:48:00.000000 UTC,7120.0,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 03:35:00.000000 UTC,3740.0,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 03:09:00.000000 UTC,9240.0,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 10:26:00.000000 UTC,9100.0,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 03:21:00.000000 UTC,3040.0,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 10:55:00.000000 UTC,3680.0,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 06:32:00.000000 UTC,5500.0,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 05:40:00.000000 UTC,5500.0,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 05:40:00.000000 UTC,5500.0,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 02:57:00.000000 UTC,5500.0,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 03:45:00.000000 UTC,5500.0,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 01:04:00.000000 UTC,9800.0,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 01:12:00.000000 UTC,7000.0,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 06:00:00.000000 UTC,5500.0,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 10:07:00.000000 UTC,7360.0,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 10:21:00.000000 UTC,8680.0,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 12:39:00.000000 UTC,7140.0,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 05:20:00.000000 UTC,5500.0,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 03:00:00.000000 UTC,5500.0,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 06:20:00.000000 UTC,5500.0,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 03:40:00.000000 UTC,5500.0,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 09:48:00.000000 UTC,8240.0,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 12:02:00.000000 UTC,4160.0,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 11:55:00.000000 UTC,4340.0,HORNSBY BEND
2021-07-03,BRUSH,2021-07-03 10:34:00.000000 UTC,3440.0,HORNSBY BEND
2021-07-03,BRUSH,2021-07-03 10:25:00.000000 UTC,5580.0,HORNSBY BEND
2021-07-03,BRUSH,2021-07-03 10:34:00.000000 UTC,6860.0,HORNSBY BEND
2021-07-03,BRUSH,2021-07-03 12:26:00.000000 UTC,7680.0,HORNSBY BEND
2021-07-03,BRUSH,2021-07-03 01:16:00.000000 UTC,1980.0,HORNSBY BEND
2021-07-03,BRUSH,2021-07-03 10:35:00.000000 UTC,4280.0,HORNSBY BEND
2021-07-03,BRUSH,2021-07-03 12:00:00.000000 UTC,,HORNSBY BEND
2021-06-05,BRUSH,2021-06-05 01:57:00.000000 UTC,8700.0,HORNSBY BEND
2021-06-05,BRUSH,2021-06-05 01:11:00.000000 UTC,7420.0,HORNSBY BEND
2021-06-05,BRUSH,2021-06-05 10:50:00.000000 UTC,10380.0,HORNSBY BEND
2021-06-05,BRUSH,2021-06-05 01:10:00.000000 UTC,9920.0,HORNSBY BEND
2021-06-05,BRUSH,2021-06-05 01:09:00.000000 UTC,8140.0,HORNSBY BEND
2021-06-05,BRUSH,2021-06-05 10:09:00.000000 UTC,8780.0,HORNSBY BEND
2021-06-05,BRUSH,2021-06-05 01:11:00.000000 UTC,7000.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 10:14:00.000000 UTC,6380.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 01:06:00.000000 UTC,7500.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 09:52:00.000000 UTC,7520.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 11:05:00.000000 UTC,1320.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 01:31:00.000000 UTC,3780.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 11:45:00.000000 UTC,9520.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 01:03:00.000000 UTC,5480.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 09:09:00.000000 UTC,10100.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 02:51:00.000000 UTC,9220.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 02:53:00.000000 UTC,9220.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 12:54:00.000000 UTC,6980.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 01:39:00.000000 UTC,5520.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 07:52:00.000000 UTC,6720.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 12:48:00.000000 UTC,8260.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 12:31:00.000000 UTC,5880.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 11:09:00.000000 UTC,920.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 09:37:00.000000 UTC,5980.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 10:10:00.000000 UTC,7400.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 12:02:00.000000 UTC,2560.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 12:05:00.000000 UTC,19660.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 12:46:00.000000 UTC,10800.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 11:32:00.000000 UTC,6460.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 02:49:00.000000 UTC,6480.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 11:14:00.000000 UTC,9020.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 11:29:00.000000 UTC,2420.0,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 11:10:00.000000 UTC,6740.0,HORNSBY BEND
2021-02-11,BRUSH,2021-02-11 10:30:00.000000 UTC,6320.0,HORNSBY BEND
2021-02-11,GARBAGE COLLECTIONS,2021-02-11 05:00:00.000000 UTC,8600.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 10:41:00.000000 UTC,4320.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:32:00.000000 UTC,8620.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:30:00.000000 UTC,4160.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:25:00.000000 UTC,6660.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 12:20:00.000000 UTC,8380.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:16:00.000000 UTC,6600.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:06:00.000000 UTC,6320.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 01:41:00.000000 UTC,5060.0,HORNSBY BEND
2021-03-27,BRUSH,2021-03-27 12:00:00.000000 UTC,3400.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:24:00.000000 UTC,7880.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 02:06:00.000000 UTC,7080.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 01:30:00.000000 UTC,13560.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:11:00.000000 UTC,7180.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 12:30:00.000000 UTC,3300.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 02:08:00.000000 UTC,4580.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:27:00.000000 UTC,7980.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 12:57:00.000000 UTC,3540.0,HORNSBY BEND
2021-03-28,BRUSH,2021-03-28 12:00:00.000000 UTC,3140.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:28:00.000000 UTC,3400.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 09:59:00.000000 UTC,3500.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 01:01:00.000000 UTC,840.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 02:20:00.000000 UTC,7740.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 01:32:00.000000 UTC,6520.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 09:59:00.000000 UTC,3500.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:05:00.000000 UTC,11880.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 09:47:00.000000 UTC,5080.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:46:00.000000 UTC,11380.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:30:00.000000 UTC,3760.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 12:45:00.000000 UTC,60.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 12:58:00.000000 UTC,12320.0,HORNSBY BEND
2021-03-28,BRUSH,2021-03-28 12:00:00.000000 UTC,940.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 09:59:00.000000 UTC,3500.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 12:59:00.000000 UTC,5160.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:37:00.000000 UTC,5440.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 02:05:00.000000 UTC,6720.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:33:00.000000 UTC,6300.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:36:00.000000 UTC,10840.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 12:31:00.000000 UTC,6080.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:09:00.000000 UTC,4020.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:34:00.000000 UTC,11240.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:49:00.000000 UTC,11420.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:25:00.000000 UTC,4060.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:17:00.000000 UTC,6620.0,HORNSBY BEND
