load_id,report_date,load_type,load_time,load_weight,dropoff_site,route_type,route_number
313118,23/01/2009,RECYCLING - SINGLE STREAM,23/01/2009 10:37:00,4360,MRF,RECYCLING - SINGLE STREAM,DF1
129851,13/05/2005,RECYCLING - COMINGLE,13/05/2005 12:16:00,1820,MRF,RECYCLING - SINGLE STREAM,DF1
123269,25/03/2005,RECYCLING - PAPER,25/03/2005 10:09:00,2080,MRF,RECYCLING - SINGLE STREAM,DF1
254301,30/11/2007,RECYCLING - PAPER,30/11/2007 10:11:00,2620,MRF,RECYCLING - SINGLE STREAM,DF1
254300,30/11/2007,RECYCLING - COMINGLE,30/11/2007 10:17:00,1780,MRF,RECYCLING - SINGLE STREAM,DF1
105312,05/11/2004,RECYCLING - COMINGLE,05/11/2004 10:27:00,1980,MRF,RECYCLING - SINGLE STREAM,DF1
382777,24/09/2010,RECYCLING - SINGLE STREAM,24/09/2010 11:20:00,13980,MRF,RECYCLING - SINGLE STREAM,DF1
210983,12/01/2007,RECYCLING - PAPER,12/01/2007 10:57:00,2140,MRF,RECYCLING - SINGLE STREAM,DF1
236759,27/07/2007,RECYCLING - PAPER,27/07/2007 12:55:00,980,MRF,RECYCLING - SINGLE STREAM,DF1
326871,15/05/2009,RECYCLING - SINGLE STREAM,15/05/2009 11:42:00,4460,MRF,RECYCLING - SINGLE STREAM,DF1
145685,16/09/2005,RECYCLING - COMINGLE,16/09/2005 1:55:00,1660,MRF,RECYCLING - SINGLE STREAM,DF1
312168,16/01/2009,RECYCLING - SINGLE STREAM,16/01/2009 3:42:00,2700,MRF,RECYCLING - SINGLE STREAM,DF1
207714,15/12/2006,RECYCLING - PAPER,15/12/2006 12:19:00,2100,MRF,RECYCLING - SINGLE STREAM,DF1
139602,29/07/2005,RECYCLING - COMINGLE,29/07/2005 2:12:00,560,MRF,RECYCLING - SINGLE STREAM,DF1
303632,05/11/2008,RECYCLING - SINGLE STREAM,05/11/2008 2:04:00,4100,MRF,RECYCLING - SINGLE STREAM,DF1
202858,17/11/2006,RECYCLING - PAPER,17/11/2006 11:41:00,1900,MRF,RECYCLING - SINGLE STREAM,DF1
263812,01/02/2008,RECYCLING - COMINGLE,01/02/2008 1:09:00,780,MRF,RECYCLING - SINGLE STREAM,DF1
196849,29/09/2006,RECYCLING - PAPER,29/09/2006 12:53:00,1560,MRF,RECYCLING - SINGLE STREAM,DF1
344982,23/10/2009,RECYCLING - SINGLE STREAM,23/10/2009 11:24:00,6980,MRF,RECYCLING - SINGLE STREAM,DF1
106207,12/11/2004,RECYCLING - COMINGLE,12/11/2004 10:05:00,1620,MRF,RECYCLING - SINGLE STREAM,DF1
329969,12/06/2009,RECYCLING - SINGLE STREAM,12/06/2009 12:57:00,2100,MRF,RECYCLING - SINGLE STREAM,DF1
217009,02/03/2007,RECYCLING - PAPER,02/03/2007 1:17:00,1520,MRF,RECYCLING - SINGLE STREAM,DF1
298441,26/09/2008,RECYCLING - PAPER,26/09/2008 5:13:00,540,MRF,RECYCLING - SINGLE STREAM,DF1
116996,04/02/2005,RECYCLING - PAPER,04/02/2005 12:42:00,820,MRF,RECYCLING - SINGLE STREAM,DF1
256429,14/12/2007,RECYCLING - COMINGLE,14/12/2007 12:26:00,1740,MRF,RECYCLING - SINGLE STREAM,DF1
305522,21/11/2008,RECYCLING - SINGLE STREAM,21/11/2008 11:22:00,4840,MRF,RECYCLING - SINGLE STREAM,DF1
199790,06/10/2006,RECYCLING - PAPER,06/10/2006 1:02:00,1500,MRF,RECYCLING - SINGLE STREAM,DF1
182158,09/06/2006,RECYCLING - PAPER,09/06/2006 1:10:00,660,MRF,RECYCLING - SINGLE STREAM,DF1
294482,29/08/2008,RECYCLING - COMINGLE,29/08/2008 10:38:00,1740,MRF,RECYCLING - SINGLE STREAM,DF1
281783,30/05/2008,RECYCLING - COMINGLE,30/05/2008 1:17:00,780,MRF,RECYCLING - SINGLE STREAM,DF1
118089,11/02/2005,RECYCLING - COMINGLE,11/02/2005 10:15:00,1800,MRF,RECYCLING - SINGLE STREAM,DF1
339616,04/09/2009,RECYCLING - SINGLE STREAM,04/09/2009 10:58:00,4640,MRF,RECYCLING - SINGLE STREAM,DF1
317352,27/02/2009,RECYCLING - SINGLE STREAM,27/02/2009 8:46:00,3860,MRF,RECYCLING - SINGLE STREAM,DF1
214712,16/02/2007,RECYCLING - COMINGLE,16/02/2007 2:11:00,1460,MRF,RECYCLING - SINGLE STREAM,DF1
294485,29/08/2008,RECYCLING - PAPER,29/08/2008 1:46:00,460,MRF,RECYCLING - SINGLE STREAM,DF1
146703,23/09/2005,RECYCLING - PAPER,23/09/2005 12:51:00,1880,MRF,RECYCLING - SINGLE STREAM,DF1
190091,11/08/2006,RECYCLING - COMINGLE,11/08/2006 12:05:00,1700,MRF,RECYCLING - SINGLE STREAM,DF1
317353,27/02/2009,RECYCLING - SINGLE STREAM,27/02/2009 11:41:00,5460,MRF,RECYCLING - SINGLE STREAM,DF1
390903,03/12/2010,RECYCLING - SINGLE STREAM,03/12/2010 4:49:00,4360,MRF,RECYCLING - SINGLE STREAM,DF1
293633,22/08/2008,RECYCLING - COMINGLE,22/08/2008 11:34:00,1580,MRF,RECYCLING - SINGLE STREAM,DF1
386138,22/10/2010,RECYCLING - SINGLE STREAM,22/10/2010 1:42:00,6500,MRF,RECYCLING - SINGLE STREAM,DF1
223170,13/04/2007,RECYCLING - PAPER,13/04/2007 1:30:00,820,MRF,RECYCLING - SINGLE STREAM,DF1
104179,29/10/2004,RECYCLING - PAPER,29/10/2004 12:31:00,2200,MRF,RECYCLING - SINGLE STREAM,DF1
239685,17/08/2007,RECYCLING - COMINGLE,17/08/2007 12:44:00,1100,MRF,RECYCLING - SINGLE STREAM,DF1
284983,20/06/2008,RECYCLING - COMINGLE,20/06/2008 2:14:00,620,MRF,RECYCLING - SINGLE STREAM,DF1
293724,22/08/2008,RECYCLING - PAPER,22/08/2008 3:23:00,700,MRF,RECYCLING - SINGLE STREAM,DF1
192144,25/08/2006,RECYCLING - PAPER,25/08/2006 12:59:00,1900,MRF,RECYCLING - SINGLE STREAM,DF1
210984,12/01/2007,RECYCLING - COMINGLE,12/01/2007 1:56:00,820,MRF,RECYCLING - SINGLE STREAM,DF1
135215,24/06/2005,RECYCLING - PAPER,24/06/2005 12:28:00,1500,MRF,RECYCLING - SINGLE STREAM,DF1
235849,13/07/2007,RECYCLING - COMINGLE,13/07/2007 4:03:00,1740,MRF,RECYCLING - SINGLE STREAM,DF1
338085,21/08/2009,RECYCLING - SINGLE STREAM,21/08/2009 10:05:00,3620,MRF,RECYCLING - SINGLE STREAM,DF1
127036,22/04/2005,RECYCLING - PAPER,22/04/2005 12:20:00,1800,MRF,RECYCLING - SINGLE STREAM,DF1
287888,11/07/2008,RECYCLING - COMINGLE,11/07/2008 1:34:00,2140,MRF,RECYCLING - SINGLE STREAM,DF1
200299,27/10/2006,RECYCLING - COMINGLE,27/10/2006 11:45:00,1620,MRF,RECYCLING - SINGLE STREAM,DF1
171660,31/03/2006,RECYCLING - PAPER,31/03/2006 9:37:00,2080,MRF,RECYCLING - SINGLE STREAM,DF1
282873,06/06/2008,RECYCLING - PAPER,06/06/2008 12:46:00,1880,MRF,RECYCLING - SINGLE STREAM,DF1
112510,31/12/2004,RECYCLING - COMINGLE,31/12/2004 12:15:00,1780,MRF,RECYCLING - SINGLE STREAM,DF1
156655,10/12/2005,RECYCLING - PAPER,10/12/2005 11:46:00,2180,MRF,RECYCLING - SINGLE STREAM,DF1
326107,08/05/2009,RECYCLING - SINGLE STREAM,08/05/2009 4:40:00,3600,MRF,RECYCLING - SINGLE STREAM,DF1
123270,25/03/2005,RECYCLING - COMINGLE,25/03/2005 1:03:00,1220,MRF,RECYCLING - SINGLE STREAM,DF1
165236,10/02/2006,RECYCLING - COMINGLE,10/02/2006 1:32:00,940,MRF,RECYCLING - SINGLE STREAM,DF1
107842,27/11/2004,RECYCLING - COMINGLE,27/11/2004 9:52:00,2020,MRF,RECYCLING - SINGLE STREAM,DF1
240352,24/08/2007,RECYCLING - COMINGLE,24/08/2007 2:38:00,1500,MRF,RECYCLING - SINGLE STREAM,DF1
334229,17/07/2009,RECYCLING - SINGLE STREAM,17/07/2009 2:03:00,3780,MRF,RECYCLING - SINGLE STREAM,DF1
392622,17/12/2010,RECYCLING - SINGLE STREAM,17/12/2010 1:23:00,19360,MRF,RECYCLING - SINGLE STREAM,DF1
310272,03/01/2009,RECYCLING - SINGLE STREAM,03/01/2009 9:34:00,5000,MRF,RECYCLING - SINGLE STREAM,DF1
143905,19/08/2005,RECYCLING - COMINGLE,19/08/2005 10:06:00,1620,MRF,RECYCLING - SINGLE STREAM,DF1
170843,24/03/2006,RECYCLING - COMINGLE,24/03/2006 12:26:00,1720,MRF,RECYCLING - SINGLE STREAM,DF1
128216,29/04/2005,RECYCLING - COMINGLE,29/04/2005 12:19:00,1800,MRF,RECYCLING - SINGLE STREAM,DF1
150226,21/10/2005,RECYCLING - COMINGLE,21/10/2005 12:31:00,1540,MRF,RECYCLING - SINGLE STREAM,DF1
250952,02/11/2007,RECYCLING - COMINGLE,02/11/2007 10:53:00,2260,MRF,RECYCLING - SINGLE STREAM,DF1
267746,29/02/2008,RECYCLING - COMINGLE,29/02/2008 1:05:00,2060,MRF,RECYCLING - SINGLE STREAM,DF1
154433,26/11/2005,RECYCLING - COMINGLE,26/11/2005 11:43:00,2020,MRF,RECYCLING - SINGLE STREAM,DF1
301077,10/10/2008,RECYCLING - SINGLE STREAM,10/10/2008 8:10:00,4480,MRF,RECYCLING - SINGLE STREAM,DF1
152683,11/11/2005,RECYCLING - PAPER,11/11/2005 10:27:00,1840,MRF,RECYCLING - SINGLE STREAM,DF1
319760,13/03/2009,RECYCLING - SINGLE STREAM,13/03/2009 11:37:00,5860,MRF,RECYCLING - SINGLE STREAM,DF1
270215,14/03/2008,RECYCLING - PAPER,14/03/2008 12:27:00,2260,MRF,RECYCLING - SINGLE STREAM,DF1
313981,30/01/2009,RECYCLING - SINGLE STREAM,30/01/2009 3:18:00,3800,MRF,RECYCLING - SINGLE STREAM,DF1
134526,17/06/2005,RECYCLING - PAPER,17/06/2005 12:57:00,2080,MRF,RECYCLING - SINGLE STREAM,DF1
191346,18/08/2006,RECYCLING - COMINGLE,18/08/2006 12:38:00,1680,MRF,RECYCLING - SINGLE STREAM,DF1
323485,17/04/2009,RECYCLING - SINGLE STREAM,17/04/2009 12:10:00,5920,MRF,RECYCLING - SINGLE STREAM,DF1
118842,18/02/2005,RECYCLING - PAPER,18/02/2005 10:46:00,1380,MRF,RECYCLING - SINGLE STREAM,DF1
132004,27/05/2005,RECYCLING - PAPER,27/05/2005 1:08:00,2160,MRF,RECYCLING - SINGLE STREAM,DF1
118092,11/02/2005,RECYCLING - COMINGLE,11/02/2005 12:39:00,600,MRF,RECYCLING - SINGLE STREAM,DF1
201323,03/11/2006,RECYCLING - COMINGLE,03/11/2006 12:15:00,1780,MRF,RECYCLING - SINGLE STREAM,DF1
366948,30/04/2010,RECYCLING - SINGLE STREAM,30/04/2010 10:54:00,5520,MRF,RECYCLING - SINGLE STREAM,DF1
189338,04/08/2006,RECYCLING - COMINGLE,04/08/2006 12:15:00,1720,MRF,RECYCLING - SINGLE STREAM,DF1
311255,09/01/2009,RECYCLING - SINGLE STREAM,09/01/2009 2:15:00,2160,MRF,RECYCLING - SINGLE STREAM,DF1
282872,06/06/2008,RECYCLING - COMINGLE,06/06/2008 12:50:00,2200,MRF,RECYCLING - SINGLE STREAM,DF1
289983,25/07/2008,RECYCLING - PAPER,25/07/2008 11:01:00,1300,MRF,RECYCLING - SINGLE STREAM,DF1
233123,29/06/2007,RECYCLING - PAPER,29/06/2007 11:07:00,1640,MRF,RECYCLING - SINGLE STREAM,DF1
118094,11/02/2005,RECYCLING - PAPER,11/02/2005 12:35:00,640,MRF,RECYCLING - SINGLE STREAM,DF1
286661,27/06/2008,RECYCLING - COMINGLE,27/06/2008 1:26:00,1320,MRF,RECYCLING - SINGLE STREAM,DF1
341940,25/09/2009,RECYCLING - SINGLE STREAM,25/09/2009 2:36:00,3500,MRF,RECYCLING - SINGLE STREAM,DF1
306264,29/11/2008,RECYCLING - SINGLE STREAM,29/11/2008 11:37:00,1400,MRF,RECYCLING - SINGLE STREAM,DF1
315787,13/02/2009,RECYCLING - SINGLE STREAM,13/02/2009 4:00:00,4660,MRF,RECYCLING - SINGLE STREAM,DF1
151896,04/11/2005,RECYCLING - PAPER,04/11/2005 11:43:00,2240,MRF,RECYCLING - SINGLE STREAM,DF1
375258,16/07/2010,RECYCLING - SINGLE STREAM,16/07/2010 12:00:00,13300,MRF,RECYCLING - SINGLE STREAM,DF1
263811,01/02/2008,RECYCLING - PAPER,01/02/2008 10:51:00,1800,MRF,RECYCLING - SINGLE STREAM,DF1
125254,08/04/2005,RECYCLING - PAPER,08/04/2005 9:34:00,1580,MRF,RECYCLING - SINGLE STREAM,DF1
116167,28/01/2005,RECYCLING - PAPER,28/01/2005 9:59:00,1200,MRF,RECYCLING - SINGLE STREAM,DF1
141152,12/08/2005,RECYCLING - PAPER,12/08/2005 10:49:00,2000,MRF,RECYCLING - SINGLE STREAM,DF1
118090,11/02/2005,RECYCLING - PAPER,11/02/2005 10:11:00,1400,MRF,RECYCLING - SINGLE STREAM,DF1
308296,16/12/2008,RECYCLING - SINGLE STREAM,16/12/2008 12:00:00,900,MRF,RECYCLING - SINGLE STREAM,DF1
129852,13/05/2005,RECYCLING - PAPER,13/05/2005 12:13:00,2000,MRF,RECYCLING - SINGLE STREAM,DF1
203753,25/11/2006,RECYCLING - PAPER,25/11/2006 10:42:00,1680,MRF,RECYCLING - SINGLE STREAM,DF1
320756,27/03/2009,RECYCLING - SINGLE STREAM,27/03/2009 4:43:00,3620,MRF,RECYCLING - SINGLE STREAM,DF1
368398,14/05/2010,RECYCLING - SINGLE STREAM,14/05/2010 12:45:00,5240,MRF,RECYCLING - SINGLE STREAM,DF1
359691,05/03/2010,RECYCLING - SINGLE STREAM,05/03/2010 1:23:00,6100,MRF,RECYCLING - SINGLE STREAM,DF1
393250,24/12/2010,RECYCLING - SINGLE STREAM,24/12/2010 1:00:00,3040,MRF,RECYCLING - SINGLE STREAM,DF1
302420,24/10/2008,RECYCLING - SINGLE STREAM,24/10/2008 4:45:00,5020,MRF,RECYCLING - SINGLE STREAM,DF1
118844,18/02/2005,RECYCLING - PAPER,18/02/2005 12:38:00,380,MRF,RECYCLING - SINGLE STREAM,DF1
289984,25/07/2008,RECYCLING - COMINGLE,25/07/2008 1:58:00,740,MRF,RECYCLING - SINGLE STREAM,DF1
163088,20/01/2006,RECYCLING - PAPER,20/01/2006 12:00:00,2040,MRF,RECYCLING - SINGLE STREAM,DF1
180136,26/05/2006,RECYCLING - COMINGLE,26/05/2006 10:16:00,1460,MRF,RECYCLING - SINGLE STREAM,DF1
188721,28/07/2006,RECYCLING - COMINGLE,28/07/2006 12:46:00,1680,MRF,RECYCLING - SINGLE STREAM,DF1
251826,09/11/2007,RECYCLING - PAPER,09/11/2007 1:56:00,1020,MRF,RECYCLING - SINGLE STREAM,DF1
245358,28/09/2007,RECYCLING - PAPER,28/09/2007 12:05:00,1900,MRF,RECYCLING - SINGLE STREAM,DF1
347996,20/11/2009,RECYCLING - SINGLE STREAM,19/11/2009 11:18:00,8420,MRF,RECYCLING - SINGLE STREAM,DF1
119645,25/02/2005,RECYCLING - PAPER,25/02/2005 12:20:00,420,MRF,RECYCLING - SINGLE STREAM,DF1
232198,22/06/2007,RECYCLING - PAPER,22/06/2007 11:54:00,1380,MRF,RECYCLING - SINGLE STREAM,DF1
226511,11/05/2007,RECYCLING - COMINGLE,11/05/2007 12:21:00,1760,MRF,RECYCLING - SINGLE STREAM,DF1
236758,27/07/2007,RECYCLING - COMINGLE,27/07/2007 10:33:00,2000,MRF,RECYCLING - SINGLE STREAM,DF1
151895,04/11/2005,RECYCLING - COMINGLE,04/11/2005 11:47:00,1640,MRF,RECYCLING - SINGLE STREAM,DF1
226512,11/05/2007,RECYCLING - PAPER,11/05/2007 12:17:00,2080,MRF,RECYCLING - SINGLE STREAM,DF1
152684,11/11/2005,RECYCLING - COMINGLE,11/11/2005 12:38:00,800,MRF,RECYCLING - SINGLE STREAM,DF1
366060,23/04/2010,RECYCLING - SINGLE STREAM,23/04/2010 3:41:00,5120,MRF,RECYCLING - SINGLE STREAM,DF1
114889,14/01/2005,RECYCLING - COMINGLE,14/01/2005 10:39:00,1900,MRF,RECYCLING - SINGLE STREAM,DF1
139062,22/07/2005,RECYCLING - PAPER,22/07/2005 12:04:00,1780,MRF,RECYCLING - SINGLE STREAM,DF1
330922,19/06/2009,RECYCLING - SINGLE STREAM,19/06/2009 2:23:00,4840,MRF,RECYCLING - SINGLE STREAM,DF1
379822,27/08/2010,RECYCLING - SINGLE STREAM,27/08/2010 3:15:00,2520,MRF,RECYCLING - SINGLE STREAM,DF1
231776,08/06/2007,RECYCLING - COMINGLE,08/06/2007 11:30:00,1560,MRF,RECYCLING - SINGLE STREAM,DF1
179057,19/05/2006,RECYCLING - PAPER,19/05/2006 12:35:00,2000,MRF,RECYCLING - SINGLE STREAM,DF1
355121,22/01/2010,RECYCLING - SINGLE STREAM,22/01/2010 10:06:00,6440,MRF,RECYCLING - SINGLE STREAM,DF1
277362,02/05/2008,RECYCLING - COMINGLE,02/05/2008 1:03:00,1980,MRF,RECYCLING - SINGLE STREAM,DF1
193123,01/09/2006,RECYCLING - COMINGLE,01/09/2006 11:57:00,1660,MRF,RECYCLING - SINGLE STREAM,DF1
214711,16/02/2007,RECYCLING - PAPER,16/02/2007 10:41:00,1740,MRF,RECYCLING - SINGLE STREAM,DF1
141151,12/08/2005,RECYCLING - COMINGLE,12/08/2005 10:54:00,2020,MRF,RECYCLING - SINGLE STREAM,DF1
247416,12/10/2007,RECYCLING - PAPER,12/10/2007 3:29:00,1060,MRF,RECYCLING - SINGLE STREAM,DF1
255761,07/12/2007,RECYCLING - PAPER,07/12/2007 12:56:00,2120,MRF,RECYCLING - SINGLE STREAM,DF1
318165,06/03/2009,RECYCLING - SINGLE STREAM,06/03/2009 10:45:00,4660,MRF,RECYCLING - SINGLE STREAM,DF1
183159,16/06/2006,RECYCLING - PAPER,16/06/2006 12:11:00,540,MRF,RECYCLING - SINGLE STREAM,DF1
250954,02/11/2007,RECYCLING - COMINGLE,02/11/2007 2:28:00,1400,MRF,RECYCLING - SINGLE STREAM,DF1
292093,08/08/2008,RECYCLING - PAPER,08/08/2008 2:05:00,980,MRF,RECYCLING - SINGLE STREAM,DF1
378870,20/08/2010,RECYCLING - SINGLE STREAM,20/08/2010 12:48:00,6220,MRF,RECYCLING - SINGLE STREAM,DF1
280820,23/05/2008,RECYCLING - PAPER,23/05/2008 1:22:00,320,MRF,RECYCLING - SINGLE STREAM,DF1
360701,12/03/2010,RECYCLING - SINGLE STREAM,12/03/2010 2:36:00,5220,MRF,RECYCLING - SINGLE STREAM,DF1
191347,18/08/2006,RECYCLING - PAPER,18/08/2006 12:33:00,1940,MRF,RECYCLING - SINGLE STREAM,DF1
335890,31/07/2009,RECYCLING - SINGLE STREAM,31/07/2009 10:34:00,3600,MRF,RECYCLING - SINGLE STREAM,DF1
263029,25/01/2008,RECYCLING - COMINGLE,25/01/2008 11:37:00,480,MRF,RECYCLING - SINGLE STREAM,DF1
268830,07/03/2008,RECYCLING - PAPER,07/03/2008 11:35:00,1340,MRF,RECYCLING - SINGLE STREAM,DF1
252561,16/11/2007,RECYCLING - PAPER,16/11/2007 1:02:00,1420,MRF,RECYCLING - SINGLE STREAM,DF1
159887,30/12/2005,RECYCLING - PAPER,30/12/2005 12:00:00,2840,MRF,RECYCLING - SINGLE STREAM,DF1
320441,20/03/2009,RECYCLING - SINGLE STREAM,20/03/2009 10:16:00,4800,MRF,RECYCLING - SINGLE STREAM,DF1
106208,12/11/2004,RECYCLING - PAPER,12/11/2004 10:00:00,1920,MRF,RECYCLING - SINGLE STREAM,DF1
401518,04/03/2011,RECYCLING - SINGLE STREAM,04/03/2011 2:09:00,2560,MRF,RECYCLING - SINGLE STREAM,DF1
144934,09/09/2005,RECYCLING - COMINGLE,09/09/2005 11:51:00,1940,MRF,RECYCLING - SINGLE STREAM,DF1
239682,17/08/2007,RECYCLING - COMINGLE,17/08/2007 10:28:00,1840,MRF,RECYCLING - SINGLE STREAM,DF1
206131,08/12/2006,RECYCLING - COMINGLE,08/12/2006 9:47:00,1720,MRF,RECYCLING - SINGLE STREAM,DF1
141153,12/08/2005,RECYCLING - COMINGLE,12/08/2005 1:54:00,1000,MRF,RECYCLING - SINGLE STREAM,DF1
149270,14/10/2005,RECYCLING - PAPER,14/10/2005 12:00:00,2020,MRF,RECYCLING - SINGLE STREAM,DF1
330923,19/06/2009,RECYCLING - SINGLE STREAM,19/06/2009 5:17:00,4980,MRF,RECYCLING - SINGLE STREAM,DF1
308294,16/12/2008,RECYCLING - SINGLE STREAM,16/12/2008 12:00:00,5100,MRF,RECYCLING - SINGLE STREAM,DF1
397442,28/01/2011,RECYCLING - SINGLE STREAM,28/01/2011 1:38:00,15160,MRF,RECYCLING - SINGLE STREAM,DF1
195802,22/09/2006,RECYCLING - PAPER,22/09/2006 2:17:00,820,MRF,RECYCLING - SINGLE STREAM,DF1
284980,20/06/2008,RECYCLING - COMINGLE,20/06/2008 11:10:00,1880,MRF,RECYCLING - SINGLE STREAM,DF1
351316,18/12/2009,RECYCLING - SINGLE STREAM,18/12/2009 1:40:00,5180,MRF,RECYCLING - SINGLE STREAM,DF1
291441,01/08/2008,RECYCLING - COMINGLE,01/08/2008 10:43:00,1480,MRF,RECYCLING - SINGLE STREAM,DF1
166909,24/02/2006,RECYCLING - PAPER,24/02/2006 12:23:00,1700,MRF,RECYCLING - SINGLE STREAM,DF1
387263,05/11/2010,RECYCLING - SINGLE STREAM,05/11/2010 10:12:00,6300,MRF,RECYCLING - SINGLE STREAM,DF1
209952,30/12/2006,RECYCLING - PAPER,30/12/2006 11:58:00,2080,MRF,RECYCLING - SINGLE STREAM,DF1
313979,30/01/2009,RECYCLING - SINGLE STREAM,30/01/2009 8:22:00,4760,MRF,RECYCLING - SINGLE STREAM,DF1
122454,18/03/2005,RECYCLING - COMINGLE,18/03/2005 11:17:00,1620,MRF,RECYCLING - SINGLE STREAM,DF1
129444,06/05/2005,RECYCLING - COMINGLE,06/05/2005 12:16:00,1660,MRF,RECYCLING - SINGLE STREAM,DF1
396211,07/01/2011,RECYCLING - SINGLE STREAM,07/01/2011 2:32:00,4060,MRF,RECYCLING - SINGLE STREAM,DF1
279739,16/05/2008,RECYCLING - PAPER,16/05/2008 12:25:00,1740,MRF,RECYCLING - SINGLE STREAM,DF1
232197,22/06/2007,RECYCLING - COMINGLE,22/06/2007 12:00:00,1700,MRF,RECYCLING - SINGLE STREAM,DF1
193124,01/09/2006,RECYCLING - PAPER,01/09/2006 11:53:00,1760,MRF,RECYCLING - SINGLE STREAM,DF1
292993,15/08/2008,RECYCLING - COMINGLE,15/08/2008 3:06:00,1760,MRF,RECYCLING - SINGLE STREAM,DF1
152682,11/11/2005,RECYCLING - COMINGLE,11/11/2005 10:31:00,1760,MRF,RECYCLING - SINGLE STREAM,DF1
124393,01/04/2005,RECYCLING - PAPER,01/04/2005 1:41:00,520,MRF,RECYCLING - SINGLE STREAM,DF1
299830,03/10/2008,RECYCLING - COMINGLE,03/10/2008 4:51:00,1500,MRF,RECYCLING - SINGLE STREAM,DF1
322626,10/04/2009,RECYCLING - SINGLE STREAM,10/04/2009 4:48:00,2360,MRF,RECYCLING - SINGLE STREAM,DF1
131009,20/05/2005,RECYCLING - COMINGLE,20/05/2005 1:29:00,1800,MRF,RECYCLING - SINGLE STREAM,DF1
251823,09/11/2007,RECYCLING - PAPER,09/11/2007 10:24:00,2040,MRF,RECYCLING - SINGLE STREAM,DF1
298437,26/09/2008,RECYCLING - PAPER,26/09/2008 9:43:00,1280,MRF,RECYCLING - SINGLE STREAM,DF1
128217,29/04/2005,RECYCLING - PAPER,29/04/2005 12:16:00,1920,MRF,RECYCLING - SINGLE STREAM,DF1
180140,26/05/2006,RECYCLING - COMINGLE,26/05/2006 12:53:00,680,MRF,RECYCLING - SINGLE STREAM,DF1
132003,27/05/2005,RECYCLING - COMINGLE,27/05/2005 1:14:00,1780,MRF,RECYCLING - SINGLE STREAM,DF1
165234,10/02/2006,RECYCLING - PAPER,10/02/2006 10:36:00,1480,MRF,RECYCLING - SINGLE STREAM,DF1
367548,07/05/2010,RECYCLING - SINGLE STREAM,07/05/2010 1:05:00,5940,MRF,RECYCLING - SINGLE STREAM,DF1
347994,20/11/2009,RECYCLING - SINGLE STREAM,20/11/2009 2:07:00,2520,MRF,RECYCLING - SINGLE STREAM,DF1
352673,02/01/2010,RECYCLING - SINGLE STREAM,02/01/2010 9:33:00,4600,MRF,RECYCLING - SINGLE STREAM,DF1
220538,23/03/2007,RECYCLING - COMINGLE,23/03/2007 12:23:00,1900,MRF,RECYCLING - SINGLE STREAM,DF1
372172,18/06/2010,RECYCLING - SINGLE STREAM,18/06/2010 4:04:00,2260,MRF,RECYCLING - SINGLE STREAM,DF1
324445,24/04/2009,RECYCLING - SINGLE STREAM,24/04/2009 5:10:00,2060,MRF,RECYCLING - SINGLE STREAM,DF1
105313,05/11/2004,RECYCLING - PAPER,05/11/2004 10:19:00,1940,MRF,RECYCLING - SINGLE STREAM,DF1
333748,10/07/2009,RECYCLING - SINGLE STREAM,10/07/2009 2:29:00,300,MRF,RECYCLING - SINGLE STREAM,DF1
246609,05/10/2007,RECYCLING - COMINGLE,05/10/2007 1:59:00,1740,MRF,RECYCLING - SINGLE STREAM,DF1
320755,27/03/2009,RECYCLING - SINGLE STREAM,27/03/2009 1:17:00,4680,MRF,RECYCLING - SINGLE STREAM,DF1
206135,08/12/2006,RECYCLING - COMINGLE,08/12/2006 12:22:00,1320,MRF,RECYCLING - SINGLE STREAM,DF1
258375,29/12/2007,RECYCLING - PAPER,29/12/2007 10:11:00,1480,MRF,RECYCLING - SINGLE STREAM,DF1
125252,08/04/2005,RECYCLING - COMINGLE,08/04/2005 9:43:00,2060,MRF,RECYCLING - SINGLE STREAM,DF1
396705,21/01/2011,RECYCLING - SINGLE STREAM,21/01/2011 2:36:00,3400,MRF,RECYCLING - SINGLE STREAM,DF1
171662,31/03/2006,RECYCLING - PAPER,31/03/2006 1:21:00,820,MRF,RECYCLING - SINGLE STREAM,DF1
354306,15/01/2010,RECYCLING - SINGLE STREAM,15/01/2010 9:09:00,5260,MRF,RECYCLING - SINGLE STREAM,DF1
321680,03/04/2009,RECYCLING - SINGLE STREAM,03/04/2009 10:34:00,5660,MRF,RECYCLING - SINGLE STREAM,DF1
314696,06/02/2009,RECYCLING - SINGLE STREAM,06/02/2009 11:05:00,4220,MRF,RECYCLING - SINGLE STREAM,DF1
351317,18/12/2009,RECYCLING - SINGLE STREAM,18/12/2009 4:26:00,5660,MRF,RECYCLING - SINGLE STREAM,DF1
150227,21/10/2005,RECYCLING - PAPER,21/10/2005 12:25:00,2060,MRF,RECYCLING - SINGLE STREAM,DF1
314697,06/02/2009,RECYCLING - SINGLE STREAM,06/02/2009 5:27:00,4140,MRF,RECYCLING - SINGLE STREAM,DF1
258376,29/12/2007,RECYCLING - COMINGLE,29/12/2007 12:34:00,1020,MRF,RECYCLING - SINGLE STREAM,DF1
236757,27/07/2007,RECYCLING - PAPER,27/07/2007 10:33:00,1280,MRF,RECYCLING - SINGLE STREAM,DF1
341192,18/09/2009,RECYCLING - SINGLE STREAM,18/09/2009 2:23:00,1160,MRF,RECYCLING - SINGLE STREAM,DF1
